14,8,4
4,20,10
22,14,18
10,4,22
10,10,26
12,2,30
12,-4,34
14,12,40
2,2,44
10,4,46
10,-2,50
12,14,56
8,0,58
8,-6,62
10,10,68
4,-2,70
4,10,72
6,2,76
2,0,76
2,12,78
-2,-2,80
6,0,82
6,-6,86
8,10,92
2,-2,94
2,10,96
-12,-4,94
-12,-4,94
